Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,team_avg_min,team_avg_pull,team_avg_blk,AST/POS %,GLS/POS %,SCR/POS %,CMP/POS,PM/PP,TY/POS,RY/POS,Y/POS,HA/POS %,T/POS %,Y/CMP,BLK/PP %,Pull/Team Pull %,BLK/Team avg BLK %,SCR/POS %_adj,BLK/PP %_adj,PM/PP_adj,Y/POS_adj,HA/POS %_adj,CMP/POS_adj,AST/POS %_adj,GLS/POS %_adj,T/POS %_adj,TY/POS_adj,RY/POS_adj,Y/CMP_adj,MP_adj,DPP_adj,Pull/Team Pull %_adj,Hck_adj,SCR_Z,BLK_Z,PM_Z,Y_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,YperCMP_Z,MP_Z,DPP_Z,Pull_Z,Offensive_Value,Defensive_Value,Score,team_avg_scr
James Lewis,12,278,354,59,20,39,13,55,251,92.96,5348,1490,3858,49.72,22,17,0,0,0,9,64.29,2,264,14,301,rush,2023,171.0,10.0,5.0,5.65,11.02,16.67,0.71,0.2,4.0,11.0,15.0,6.21,4.8,21.31,4.68,20.0,260.0,16.6,4.63,0.19,14.86,6.18,0.72,5.66,10.91,4.81,4.03,10.86,21.16,297.92,15.76,22.23,8.86,2.05,1.82,2.53,2.21,1.41,0.86,0.83,2.76,1.33,3.3,0.61,-0.02,0.75,1.41,-0.96,-0.32,0.45,1.0,1.23,-0.251
Ty Barbieri,9,212,276,63,24,39,4,51,159,88.83,4364,1334,3030,47.46,12,15,0,1,0,14,63.64,1,199,13,246,rush,2023,171.0,10.0,5.0,8.7,14.13,22.83,0.58,0.24,5.0,11.0,16.0,4.35,5.43,27.45,1.89,10.0,80.0,22.52,1.93,0.23,15.79,4.37,0.59,8.61,13.88,5.41,5.0,10.83,27.05,244.01,15.27,13.18,13.65,2.28,-0.32,2.25,1.59,0.28,0.18,1.2,2.76,1.04,2.35,0.46,-0.29,1.66,0.71,-0.97,-0.35,0.22,-0.25,0.21,-0.251
Mike Mackenzie,10,241,206,38,18,20,13,27,110,83.97,3107,1102,2005,44.17,17,19,0,5,0,8,57.14,63,95,146,253,rush,2023,171.0,10.0,5.0,8.74,9.71,18.45,0.53,0.11,5.0,10.0,15.0,8.25,9.22,28.25,5.39,630.0,260.0,18.24,5.28,0.1,14.77,8.1,0.55,8.61,9.58,9.02,5.0,9.81,27.68,250.04,142.85,605.51,7.81,0.88,1.82,0.58,0.8,0.84,-0.18,0.65,0.86,1.61,1.19,0.23,-0.69,1.78,0.8,1.02,2.07,-0.36,1.44,0.22,-0.251
Keith McRae,12,222,226,31,11,20,4,23,97,89.81,2269,868,1401,49.12,7,10,0,2,0,7,63.64,0,128,94,242,rush,2023,171.0,10.0,5.0,4.87,8.85,13.72,0.43,0.1,4.0,6.0,10.0,3.1,4.42,23.39,1.8,0.0,80.0,13.73,1.85,0.1,10.0,3.18,0.45,4.92,8.77,4.44,4.04,6.0,23.08,239.75,93.32,4.28,6.87,0.48,-0.32,0.3,0.27,-0.29,-0.28,0.01,0.86,0.33,0.5,-0.01,-0.09,1.06,0.66,0.24,-0.39,-0.12,-0.26,-0.32,-0.251
Ryan Poloz,12,242,309,47,33,14,2,23,325,92.86,4425,2469,1956,49.19,31,22,1,4,0,9,75.00,0,224,18,277,rush,2023,171.0,10.0,5.0,10.68,4.53,15.21,1.05,0.1,8.0,6.0,14.0,10.03,7.12,13.62,0.83,0.0,40.0,15.17,0.9,0.1,13.87,9.87,1.05,10.53,4.61,7.05,7.91,6.0,13.69,274.24,19.88,3.17,8.84,1.38,-0.8,0.3,1.63,2.42,1.4,2.02,0.26,2.04,1.13,1.59,-0.08,-0.39,1.1,-0.9,-0.39,0.4,-0.54,0.33,-0.251
Griffin McKee,9,193,250,24,10,14,5,20,138,94.52,2112,682,1430,52.0,8,7,0,2,0,2,50.00,0,177,16,217,rush,2023,171.0,10.0,5.0,4.0,5.6,9.6,0.55,0.1,3.0,6.0,8.0,3.2,2.8,15.3,2.59,0.0,100.0,9.77,2.61,0.1,8.08,3.27,0.57,4.08,5.65,2.88,3.08,6.0,15.33,215.92,18.38,3.88,2.08,0.09,-0.08,0.09,0.17,-0.18,0.02,-0.08,0.26,-0.09,0.53,-0.19,0.25,-0.14,0.35,-0.93,-0.39,0.0,-0.12,-0.06,-0.251
Luc Comire,12,267,351,36,29,7,6,20,546,96.13,5955,4423,1532,50.43,29,21,1,1,0,13,81.25,0,261,6,302,rush,2023,171.0,10.0,5.0,8.26,1.99,10.26,1.56,0.07,13.0,4.0,17.0,8.26,5.98,10.91,2.25,0.0,120.0,10.36,2.27,0.07,16.81,8.17,1.54,8.2,2.13,5.95,12.78,4.06,11.05,298.87,7.99,2.8,12.75,0.76,0.15,0.09,2.59,2.2,3.04,1.66,-0.44,1.89,0.65,3.55,0.06,-0.79,1.42,-1.08,-0.39,0.8,0.01,1.24,-0.251
Wilkie Lewis,7,151,191,26,15,11,2,19,126,94.03,2358,1199,1159,51.83,10,7,0,2,0,4,57.14,0,143,8,166,rush,2023,171.0,10.0,5.0,7.85,5.76,13.61,0.66,0.13,6.0,6.0,12.0,5.24,3.66,18.71,1.32,0.0,40.0,13.63,1.4,0.12,11.9,5.23,0.68,7.76,5.82,3.73,5.95,6.0,18.58,167.14,11.48,5.02,4.0,0.2,-0.8,0.02,0.33,0.05,-0.06,0.37,-0.04,-0.09,0.23,0.32,0.23,0.37,-0.29,-1.05,-0.39,0.18,-0.54,-0.01,-0.251
Rui Carvalho,11,180,117,7,4,3,10,12,39,88.64,433,305,128,30.77,1,5,0,0,0,3,100.00,6,26,154,189,rush,2023,171.0,10.0,5.0,3.42,2.56,5.98,0.33,0.07,3.0,1.0,4.0,0.85,4.27,11.1,5.56,60.0,200.0,6.61,5.36,0.06,4.47,1.18,0.38,3.62,2.91,4.33,3.16,1.39,11.49,189.0,148.02,63.23,3.08,-0.86,1.11,-0.47,-0.88,-0.97,-0.71,-0.64,-0.84,-0.37,-0.95,-0.57,-2.3,-0.76,-0.0,1.14,-0.16,-0.46,0.61,-0.38,-0.251
Adam O'Donnell,7,156,193,23,15,8,1,11,341,95.79,2808,2798,10,58.03,14,13,0,0,0,7,87.50,1,152,4,166,rush,2023,171.0,10.0,5.0,7.77,4.15,11.92,1.77,0.07,14.0,0.0,15.0,7.25,6.74,8.23,0.64,10.0,20.0,12.02,0.76,0.07,14.75,7.14,1.73,7.68,4.29,6.65,13.56,0.3,8.61,167.13,7.65,14.48,6.85,0.04,-1.04,-0.54,0.61,0.5,1.52,0.37,-0.34,0.76,-1.08,1.92,0.98,-1.18,-0.29,-1.11,-0.35,0.18,-0.67,-0.08,-0.251
Oscar Stonehouse,9,165,156,19,8,11,6,11,80,86.96,1844,463,1381,39.74,9,12,0,2,0,2,66.67,2,79,86,187,rush,2023,171.0,10.0,5.0,5.13,7.05,12.18,0.51,0.07,3.0,9.0,12.0,5.77,7.69,23.05,3.64,20.0,120.0,12.29,3.6,0.07,11.88,5.72,0.54,5.18,7.05,7.53,3.12,8.82,22.63,187.12,85.52,24.88,2.12,-0.19,0.15,-0.54,0.0,-0.06,-0.4,-0.27,-0.04,0.62,0.48,-0.41,-1.22,1.01,-0.03,0.12,-0.32,-0.56,0.03,-0.85,-0.251
Kevin Jay,11,128,70,10,4,6,2,8,58,92.06,749,513,236,47.14,3,4,0,0,0,0,--,1,11,117,127,rush,2023,171.0,10.0,5.0,5.71,8.57,14.29,0.83,0.06,7.0,3.0,11.0,4.29,5.71,12.91,1.56,10.0,40.0,14.25,1.74,0.05,10.88,4.38,0.85,5.75,8.37,5.62,6.75,3.38,13.3,134.75,112.12,21.38,0.5,-0.69,-0.8,-0.75,-0.68,-0.74,-0.57,-0.64,-0.54,-0.52,-0.82,-0.36,-0.33,-0.49,-0.78,0.59,-0.35,-0.26,-0.53,-0.68,-0.251
Zachary Armstrong,8,116,75,7,1,6,2,8,19,95.0,469,4,465,34.67,1,0,0,1,0,0,--,39,19,97,112,rush,2023,171.0,10.0,5.0,1.33,8.0,9.33,0.25,0.07,0.0,6.0,6.0,1.33,0.0,24.68,1.72,390.0,40.0,9.88,1.87,0.06,6.47,1.76,0.34,1.88,7.88,0.59,0.59,6.0,23.66,121.06,94.76,356.0,0.47,-0.86,-0.8,-0.75,-0.86,-0.97,-0.85,-0.91,-0.54,-1.08,-0.56,-0.87,-1.83,1.25,-0.97,0.29,1.13,-0.19,-0.25,-0.43,-0.251
Kelvin Huang,10,143,99,12,4,8,1,7,41,89.13,538,154,384,37.37,3,5,0,1,0,1,50.00,0,14,129,163,rush,2023,171.0,10.0,5.0,4.04,8.08,12.12,0.41,0.05,2.0,4.0,5.0,3.03,5.05,13.12,0.7,0.0,20.0,12.29,0.91,0.05,5.46,3.21,0.46,4.22,7.98,5.05,2.28,4.18,13.38,165.39,124.32,9.27,1.28,-0.58,-1.04,-0.82,-0.82,-0.74,-0.69,-0.64,-0.34,-0.37,-0.66,-0.72,-1.5,-0.46,-0.33,0.77,-0.39,-0.38,-0.68,-0.95,-0.251
Jamie Millage,4,45,31,4,1,3,2,5,14,93.33,244,119,125,51.61,2,1,0,0,0,0,--,0,0,45,51,rush,2023,171.0,10.0,5.0,3.23,9.68,12.9,0.45,0.11,4.0,4.0,8.0,6.45,3.23,17.43,4.44,0.0,40.0,13.17,4.09,0.08,8.49,6.1,0.58,3.91,9.03,3.66,4.24,4.49,17.08,84.66,53.05,24.63,0.98,-1.03,-0.8,-0.96,-1.0,-0.85,-0.89,-0.91,-0.84,-0.94,-0.95,-0.76,0.21,0.18,-1.74,-0.49,-0.39,-0.32,-0.54,-0.78,-0.251
Curtis Campbell,2,27,18,3,1,2,2,4,6,100.0,108,45,63,55.56,1,0,0,1,0,0,--,5,3,24,26,rush,2023,171.0,10.0,5.0,5.56,11.11,16.67,0.33,0.15,2.0,4.0,6.0,5.56,0.0,18.0,7.41,50.0,40.0,15.72,5.84,0.1,7.43,5.36,0.57,5.72,9.64,1.79,3.07,4.71,17.29,84.21,43.29,68.21,1.43,-1.08,-0.8,-1.03,-1.09,-0.97,-0.95,-0.91,-0.94,-1.08,-1.02,-0.83,0.68,0.26,-2.05,-0.81,-0.2,-0.33,-0.5,-0.78,-0.251
Dax Miller,8,114,103,6,3,3,5,4,79,90.8,881,643,238,33.01,4,6,0,1,0,2,66.67,2,50,64,122,rush,2023,171.0,10.0,5.0,2.91,2.91,5.83,0.77,0.04,6.0,2.0,9.0,3.88,5.83,11.15,4.39,20.0,100.0,6.55,4.27,0.04,9.09,3.98,0.79,3.18,3.27,5.76,5.91,2.35,11.58,127.93,65.24,27.17,2.18,-0.92,-0.08,-1.03,-0.6,-0.63,-0.41,-0.73,-0.84,-0.23,-0.82,-0.23,-2.03,-0.75,-0.85,-0.21,-0.32,-0.44,-0.11,-0.74,-0.251
James McClean,4,50,26,5,2,3,0,4,34,97.14,269,208,61,65.38,4,1,0,0,0,0,--,0,4,46,43,rush,2023,171.0,10.0,5.0,7.69,11.54,19.23,1.31,0.08,8.0,2.0,10.0,15.38,3.85,7.91,0.0,0.0,0.0,17.78,0.83,0.06,10.0,12.5,1.22,7.22,10.28,4.17,7.17,3.11,10.16,83.56,54.89,28.06,1.11,-0.97,-1.27,-1.03,-0.98,-0.63,-0.74,-0.82,-0.84,-0.94,-1.02,-0.67,1.86,-1.23,-1.84,-0.48,-0.39,-0.22,-0.81,-0.77,-0.251
Phil Turner,6,111,61,1,1,0,8,4,37,86.05,464,213,251,34.43,5,5,0,0,0,1,33.33,72,15,96,109,rush,2023,171.0,10.0,5.0,1.64,0.0,1.64,0.61,0.04,3.0,4.0,8.0,8.2,8.2,12.54,7.21,720.0,160.0,3.38,6.62,0.03,8.28,7.75,0.66,2.25,0.99,7.75,3.28,4.28,13.03,120.27,93.46,632.82,1.42,-1.2,0.63,-1.03,-0.86,-0.51,-0.72,-0.91,-1.14,-0.37,-0.81,-0.66,-1.86,-0.55,-1.01,0.27,2.42,-0.51,0.82,-0.35,-0.251
Adam Turcotte,6,95,83,6,4,2,4,3,81,93.1,583,421,162,36.14,1,6,0,1,0,2,100.00,0,34,61,115,rush,2023,171.0,10.0,5.0,4.82,2.41,7.23,0.98,0.03,5.0,2.0,7.0,1.2,7.23,7.2,4.21,0.0,80.0,7.96,4.08,0.03,7.32,1.61,0.98,4.95,2.9,6.99,5.0,2.43,8.15,122.96,62.83,10.86,2.22,-0.92,-0.32,-1.1,-0.79,-0.97,-0.4,-0.64,-0.94,-0.23,-0.91,-0.45,-1.65,-1.34,-0.93,-0.25,-0.39,-0.61,-0.26,-1.08,-0.251
