Player,G,PP,POS,SCR,AST,GLS,BLK,+/-,Cmp,Cmp%,Y,TY,RY,OEFF,HA,T,S,D,C,Hck,Hck%,Pul,OPP,DPP,MP,Team,Year,AST/POS %,GLS/POS %,SCR/POS %,CMP/POS,BLK/PP %,PM/PP,TY/POS,RY/POS,Y/POS,HA/POS %,T/POS %,Y/CMP,team_avg_min,SCR_adj,BLK_adj,+/-_adj,Y_adj,HA_adj,Cmp_adj,AST_adj,GLS_adj,T_adj,TY_adj,RY_adj,Y/CMP_adj,MP_adj,SCR_Z,BLK_Z,PM_Z,Y_Z,HA_Z,CMP_Z,AST_Z,GLS_Z,T_Z,RY_Z,TY_Z,OEFF_Z,YperCMP_Z,MP_z,DPP_Z,MP_Z,Offensive_Value,Defensive_Value,Score,team_avg_scr
Nate Knutson,10,171,124,11,2,9,9,19,14,93.33,487,25,462,31.45,4,1,0,0,0,0,--,0,36,135,199,steel,2023,1.61,7.26,8.87,0.11,5.26,0.11,0.0,4.0,4.0,3.23,0.81,34.79,148.0,11.22,8.55,17.58,451.4,4.07,13.03,2.3,8.85,1.3,23.51,427.97,33.39,198.25,-0.65,0.85,-0.0,-0.83,-0.64,-0.87,-0.82,-0.27,-0.95,-0.56,-0.83,-2.21,2.75,0.07,0.86,0.07,-0.01,0.57,0.056,-0.329
Genichi Nakano,12,211,148,15,5,10,13,17,57,89.06,1335,548,787,32.43,0,6,1,5,0,3,75.00,0,53,158,243,steel,2023,3.38,6.76,10.14,0.39,6.16,0.08,4.0,5.0,9.0,0.0,4.05,23.42,148.0,14.94,12.37,15.92,1251.14,0.32,53.46,5.06,9.81,5.94,513.63,737.57,22.95,239.58,-0.43,1.83,-0.12,-0.31,-1.08,-0.56,-0.55,-0.16,-0.26,-0.2,-0.33,-2.1,1.07,0.65,1.2,0.65,-0.54,1.16,-0.474,-0.329
Scott Radlauer,9,177,138,11,4,7,11,15,74,88.1,1036,133,903,31.88,3,7,0,0,0,0,0.00,40,66,111,205,steel,2023,2.9,5.07,7.97,0.54,6.21,0.08,1.0,7.0,8.0,2.17,5.07,14.0,148.0,11.2,10.46,13.99,966.68,3.14,69.07,4.14,7.0,6.86,124.35,842.39,14.14,203.92,-0.65,1.34,-0.26,-0.5,-0.75,-0.45,-0.64,-0.46,-0.12,-0.08,-0.73,-2.16,-0.33,0.15,0.5,0.15,-0.73,0.9,-0.667,-0.329
Aaron Peterschmidt,7,111,76,14,9,5,3,14,65,97.01,1040,453,587,44.74,4,2,0,1,0,0,--,8,42,69,118,steel,2023,11.84,6.58,18.42,0.86,2.7,0.13,6.0,8.0,14.0,5.26,2.63,16.0,148.0,14.0,3.0,12.37,920.23,4.12,57.56,8.65,5.23,2.35,400.91,519.44,16.0,126.26,-0.49,-0.57,-0.37,-0.53,-0.63,-0.53,-0.21,-0.65,-0.79,-0.45,-0.44,-0.62,-0.03,-0.94,-0.13,-0.94,-0.07,-0.24,-0.078,-0.329
Conner Stillwell,9,161,201,19,8,11,4,12,116,90.63,2227,748,1479,41.29,13,9,0,2,0,1,50.00,0,145,16,182,steel,2023,3.98,5.47,9.45,0.58,2.48,0.07,4.0,7.0,11.0,6.47,4.48,19.2,148.0,18.76,3.95,11.43,2121.93,12.62,110.55,7.91,10.81,8.81,712.79,1409.19,19.05,182.33,-0.21,-0.32,-0.44,0.24,0.37,-0.13,-0.28,-0.06,0.17,0.58,-0.12,-1.03,0.44,-0.15,-0.93,-0.15,-0.26,-0.2,-0.282,-0.329
Brian Stout,5,90,85,6,0,6,6,10,29,96.67,582,45,537,37.65,0,1,0,1,0,0,0.00,2,48,42,99,steel,2023,0.0,7.06,7.06,0.34,6.67,0.11,1.0,6.0,7.0,0.0,1.18,20.07,148.0,6.84,5.68,8.95,521.79,0.53,26.05,0.63,6.11,1.42,40.79,481.11,19.64,108.47,-0.91,0.12,-0.62,-0.78,-1.06,-0.77,-0.98,-0.55,-0.93,-0.5,-0.81,-1.47,0.57,-1.18,-0.54,-1.18,-0.41,0.28,-0.279,-0.329
Jake Johnson,12,289,387,39,21,18,6,10,518,93.17,5102,3575,1527,38.5,12,29,0,6,0,11,44.00,0,287,2,347,steel,2023,5.43,4.65,10.08,1.34,2.08,0.03,9.0,4.0,13.0,3.1,7.49,9.85,148.0,38.37,5.92,9.75,4973.74,11.82,504.98,20.62,17.72,28.4,3485.08,1488.69,10.0,343.02,0.94,0.18,-0.56,2.07,0.28,2.86,0.94,0.67,3.1,0.67,2.73,-1.37,-0.94,2.1,-1.13,2.1,-1.01,-0.22,-1.426,-0.329
Josh Moore,7,124,111,12,1,11,3,10,73,96.05,1091,238,853,42.34,8,3,0,2,0,0,0.00,3,65,59,146,steel,2023,0.9,9.91,10.81,0.66,2.42,0.08,2.0,8.0,10.0,7.21,2.7,14.95,148.0,12.17,3.0,9.17,1001.66,7.75,67.05,1.41,10.67,3.17,218.74,783.0,15.04,149.55,-0.6,-0.57,-0.6,-0.47,-0.21,-0.46,-0.9,-0.07,-0.67,-0.15,-0.63,-0.91,-0.19,-0.61,-0.28,-0.61,-0.05,-0.29,-0.073,-0.329
Antonio Rueda,9,184,178,12,7,5,7,8,146,92.99,1206,549,657,28.09,8,10,0,1,0,0,0.00,0,90,94,214,steel,2023,3.93,2.81,6.74,0.82,3.8,0.04,3.0,4.0,7.0,4.49,5.62,8.26,148.0,12.11,6.79,7.57,1142.38,7.84,138.29,6.95,5.11,9.73,520.06,622.37,8.67,212.67,-0.6,0.4,-0.71,-0.38,-0.19,0.08,-0.37,-0.66,0.31,-0.33,-0.32,-2.62,-1.18,0.28,0.24,0.28,-0.57,0.23,-0.589,-0.329
Leandro Marx,2,48,57,15,8,7,0,8,56,90.32,855,186,669,54.39,6,6,0,1,0,1,50.00,0,47,1,55,steel,2023,14.04,12.28,26.32,0.98,0.0,0.17,3.0,12.0,15.0,10.53,10.53,15.27,148.0,14.85,0.45,6.81,728.88,5.85,47.79,7.7,7.0,5.85,158.99,570.04,15.38,75.0,-0.44,-1.22,-0.77,-0.65,-0.43,-0.61,-0.3,-0.46,-0.27,-0.4,-0.69,0.54,-0.14,-1.65,-1.15,-1.65,-0.24,-0.57,-0.166,-0.329
Avi Taylor,4,56,38,4,1,3,3,6,22,91.67,341,115,226,26.32,3,1,0,0,1,0,--,0,16,40,57,steel,2023,2.63,7.89,10.53,0.58,5.36,0.11,3.0,6.0,9.0,7.89,2.63,15.5,148.0,6.08,3.0,4.75,272.04,3.42,17.62,2.04,3.83,1.83,92.08,180.17,15.6,84.5,-0.95,-0.57,-0.92,-0.94,-0.72,-0.84,-0.84,-0.79,-0.87,-0.85,-0.76,-2.83,-0.11,-1.52,-0.57,-1.52,-0.18,-0.14,-0.109,-0.329
Austin Kelly,6,106,126,14,11,3,1,5,132,91.67,1934,1223,711,46.83,10,9,0,1,0,4,36.36,1,101,5,124,steel,2023,8.73,2.38,11.11,1.05,0.94,0.05,10.0,6.0,15.0,7.94,7.14,14.65,148.0,14.0,1.15,4.63,1792.53,9.63,122.37,10.63,3.29,8.71,1133.44,659.16,14.75,128.78,-0.49,-1.04,-0.92,0.03,0.02,-0.04,-0.02,-0.85,0.16,-0.29,0.31,-0.37,-0.23,-0.9,-1.09,-0.9,-0.26,-0.57,-0.266,-0.329
Eli Friedman,1,25,30,7,5,2,1,5,39,95.12,761,621,140,60.0,2,2,0,1,0,7,100.00,0,25,0,25,steel,2023,16.67,6.67,23.33,1.3,4.0,0.2,21.0,5.0,25.0,6.67,6.67,19.51,148.0,8.75,1.5,3.75,573.25,2.75,29.5,5.25,3.25,2.75,467.0,106.5,18.63,66.0,-0.8,-0.95,-0.99,-0.75,-0.8,-0.75,-0.54,-0.85,-0.73,-0.94,-0.38,1.21,0.49,-1.78,-1.16,-1.78,-0.14,-0.36,-0.067,-0.329
Tom Doi,2,36,45,9,1,8,0,5,23,85.19,525,42,483,57.78,4,3,0,1,0,0,0.00,0,36,0,43,steel,2023,2.22,17.78,20.0,0.51,0.0,0.14,1.0,11.0,12.0,8.89,6.67,22.83,148.0,9.91,0.55,4.09,431.36,4.18,19.0,1.91,7.82,3.36,35.27,396.27,21.59,69.55,-0.73,-1.19,-0.96,-0.84,-0.63,-0.82,-0.86,-0.37,-0.64,-0.6,-0.82,0.95,0.98,-1.73,-1.16,-1.73,-0.2,-0.54,-0.126,-0.329
Joel Caswell,6,58,82,3,1,2,1,4,10,90.91,219,-3,222,18.29,0,0,0,0,0,0,--,0,48,10,76,steel,2023,1.22,2.44,3.66,0.12,1.72,0.07,-0.0,3.0,3.0,0.0,0.0,21.9,148.0,4.2,1.22,3.57,196.28,0.54,9.02,1.54,2.54,0.54,-2.13,198.52,21.26,88.28,-1.06,-1.02,-1.0,-0.99,-1.06,-0.9,-0.89,-0.93,-1.06,-0.83,-0.86,-3.79,0.84,-1.47,-1.02,-1.47,-0.34,-0.46,-0.252,-0.329
Jon Snyder,7,145,187,19,9,10,0,4,281,94.3,2687,1911,776,45.99,16,13,1,2,0,7,46.67,0,145,0,178,steel,2023,4.81,5.35,10.16,1.5,0.0,0.03,10.0,4.0,14.0,8.56,6.95,9.56,148.0,18.75,0.15,3.8,2551.11,15.44,266.79,8.85,9.85,12.59,1814.25,736.91,9.89,178.56,-0.21,-1.3,-0.98,0.52,0.7,1.05,-0.19,-0.16,0.74,-0.2,1.01,-0.47,-0.99,-0.2,-1.16,-0.2,-0.03,-0.87,-0.125,-0.329
Landon Lavoie,4,84,60,7,6,1,7,4,56,83.58,560,371,189,38.33,2,9,0,1,0,2,25.00,45,24,60,80,steel,2023,10.0,1.67,11.67,0.93,8.33,0.05,6.0,3.0,9.0,3.33,15.0,10.0,148.0,8.0,6.43,3.43,481.43,2.43,48.14,6.0,1.86,8.43,318.71,162.86,10.86,95.57,-0.84,0.31,-1.01,-0.81,-0.83,-0.6,-0.46,-1.0,0.12,-0.87,-0.53,-1.39,-0.92,-1.37,-0.27,-1.37,-0.7,0.44,-0.431,-0.329
Cole Eustis,5,92,52,4,2,2,3,3,47,94.0,526,294,232,36.54,1,3,0,1,0,0,--,6,11,81,101,steel,2023,3.85,3.85,7.69,0.9,3.26,0.03,6.0,4.0,10.0,1.92,5.77,11.19,148.0,5.61,3.0,2.52,442.77,1.65,39.58,2.65,2.81,3.32,247.39,195.55,11.97,115.19,-0.98,-0.57,-1.07,-0.83,-0.93,-0.67,-0.79,-0.9,-0.65,-0.83,-0.6,-1.6,-0.75,-1.09,0.05,-1.09,-0.43,-0.21,-0.337,-0.329
Jordan Kerr,15,327,363,103,61,42,9,100,339,94.96,5880,2324,3556,62.26,25,12,0,0,1,8,72.73,1,307,20,346,shred,2023,16.8,11.57,28.37,0.93,2.75,0.31,6.0,10.0,16.0,6.89,3.31,17.35,248.0,100.61,8.84,97.32,5722.63,24.46,329.94,59.53,41.06,11.81,2261.83,3460.83,17.31,341.79,4.6,0.93,5.68,2.55,1.77,1.53,4.66,3.12,0.62,2.97,1.47,1.48,0.17,2.09,-0.87,2.09,2.15,0.3,2.321,0.348
Jace Duennebeil,15,254,301,71,21,50,3,61,132,94.29,3972,848,3124,62.79,16,8,0,5,0,9,81.82,0,252,2,253,shred,2023,6.98,16.61,23.59,0.44,1.18,0.24,3.0,10.0,13.0,5.32,2.66,30.09,248.0,69.17,3.0,59.04,3844.6,15.65,127.79,20.52,48.62,7.9,820.89,3023.74,29.64,250.94,2.75,-0.57,2.95,1.35,0.73,-0.0,0.93,3.91,0.04,2.46,-0.01,1.55,2.05,0.81,-1.13,0.81,1.26,-0.53,1.092,0.348
Jacob Miller,15,312,353,53,28,25,2,41,507,97.69,6213,3727,2486,62.89,43,12,0,2,0,7,63.64,0,300,12,328,shred,2023,7.93,7.08,15.01,1.44,0.64,0.13,11.0,7.0,18.0,12.18,3.4,12.25,248.0,51.93,2.03,39.87,6042.12,41.95,493.06,27.39,24.5,11.81,3624.47,2417.68,12.35,324.17,1.74,-0.82,1.59,2.76,3.84,2.77,1.58,1.38,0.62,1.76,2.87,1.56,-0.59,1.84,-0.99,1.84,2.08,-0.87,2.053,0.348
Chad Yorgason,14,295,174,38,21,17,9,38,133,93.66,2240,1029,1211,57.47,9,8,0,1,1,6,85.71,15,10,285,346,shred,2023,12.07,9.77,21.84,0.76,3.05,0.13,6.0,7.0,13.0,5.17,4.6,16.84,248.0,36.7,8.67,35.93,2118.8,8.78,125.83,20.18,16.46,7.84,973.35,1145.51,16.79,337.47,0.85,0.88,1.31,0.24,-0.08,-0.02,0.89,0.53,0.03,0.27,0.15,0.91,0.09,2.03,3.11,2.03,0.35,0.27,0.404,0.348
Elijah Jaime,14,230,258,41,7,34,4,38,136,95.77,2896,557,2339,62.79,12,6,0,1,0,2,66.67,0,219,11,248,shred,2023,2.71,13.18,15.89,0.53,1.74,0.17,2.0,9.0,11.0,4.65,2.33,21.29,248.0,39.99,3.96,36.58,2788.31,11.74,130.96,6.96,32.99,5.96,536.4,2251.95,21.09,245.8,1.04,-0.32,1.35,0.67,0.27,0.02,-0.37,2.27,-0.25,1.56,-0.3,1.55,0.75,0.74,-1.0,0.74,0.42,-0.34,0.344,0.348
Sean Connole,15,291,341,58,33,25,1,35,432,94.53,7054,3349,3705,63.05,27,21,0,3,0,24,64.86,0,290,1,307,shred,2023,9.68,7.33,17.01,1.27,0.34,0.12,10.0,11.0,21.0,7.92,6.16,16.33,248.0,56.75,1.06,34.0,6853.32,26.37,419.72,32.23,24.49,20.54,3253.73,3599.62,16.32,303.64,2.02,-1.06,1.17,3.28,2.0,2.21,2.05,1.38,1.93,3.13,2.49,1.58,0.02,1.55,-1.15,1.55,0.11,-0.99,0.0,0.348
Jonny Hoffman,15,261,151,24,9,15,16,34,61,89.71,1265,329,936,54.3,10,6,0,0,0,0,0.00,1,2,259,299,shred,2023,5.96,9.93,15.89,0.4,6.13,0.13,2.0,6.0,8.0,6.62,3.97,20.74,248.0,23.38,15.19,31.89,1187.05,9.69,57.27,8.81,14.5,5.94,308.88,878.24,20.45,292.17,0.06,2.55,1.02,-0.36,0.02,-0.53,-0.2,0.33,-0.26,-0.04,-0.54,0.53,0.67,1.39,2.72,1.39,0.2,1.53,0.366,0.348
Will Selfridge,15,306,280,39,19,20,8,33,253,95.47,3420,916,2504,60.0,21,12,0,2,0,3,60.00,0,183,123,355,shred,2023,6.79,7.14,13.93,0.9,2.61,0.11,3.0,9.0,12.0,7.5,4.29,13.52,248.0,38.14,7.83,31.86,3302.41,20.45,244.31,18.55,19.55,11.76,884.59,2417.86,13.61,349.28,0.93,0.67,1.02,1.0,1.3,0.88,0.74,0.86,0.61,1.76,0.05,1.21,-0.4,2.19,0.68,2.19,0.12,0.1,0.141,0.348
Kyle Weinberg,15,277,162,21,6,15,18,31,115,93.5,1591,500,1091,51.85,8,7,0,1,0,2,66.67,102,6,271,328,shred,2023,3.7,9.26,12.96,0.71,6.5,0.11,3.0,7.0,10.0,4.94,4.32,13.83,248.0,20.59,17.13,29.2,1499.08,7.83,108.37,6.0,14.53,6.88,471.22,1027.92,13.96,319.92,-0.1,3.05,0.83,-0.16,-0.2,-0.15,-0.46,0.33,-0.12,0.14,-0.37,0.23,-0.35,1.78,2.9,1.78,-0.14,1.81,0.063,0.348
McKay Yorgason,14,258,268,28,22,6,8,25,421,97.68,3067,2419,648,60.45,26,9,0,2,0,0,--,0,183,75,306,shred,2023,8.21,2.24,10.45,1.57,3.1,0.1,9.0,2.0,11.0,9.7,3.36,7.29,248.0,27.5,7.82,24.1,2957.04,25.24,405.89,21.42,6.04,8.86,2332.17,624.91,7.6,301.79,0.3,0.67,0.46,0.78,1.86,2.11,1.01,-0.56,0.18,-0.33,1.54,1.27,-1.32,1.53,-0.04,1.53,1.05,0.21,1.073,0.348
Tony Mounga,11,162,91,18,11,7,13,25,55,90.16,1274,705,569,59.34,1,6,0,0,1,6,85.71,1,0,162,201,shred,2023,12.09,7.69,19.78,0.6,8.02,0.15,8.0,6.0,14.0,1.1,6.59,23.16,248.0,17.6,12.01,22.52,1148.85,1.4,49.65,10.5,7.0,5.9,635.69,513.26,22.45,199.81,-0.28,1.74,0.35,-0.38,-0.96,-0.59,-0.03,-0.46,-0.26,-0.46,-0.2,1.13,1.03,0.1,1.26,0.1,-0.32,1.18,-0.153,0.348
Grant Lindsley,12,243,259,37,24,13,1,23,320,95.81,4253,2652,1601,61.39,15,13,0,2,0,8,61.54,0,209,34,273,shred,2023,9.27,5.02,14.29,1.24,0.41,0.09,10.0,6.0,16.0,5.79,5.02,13.29,248.0,36.14,1.07,22.14,4095.27,14.63,308.14,23.33,12.78,12.7,2553.6,1541.71,13.39,269.88,0.81,-1.06,0.32,1.51,0.61,1.37,1.2,0.15,0.75,0.74,1.77,1.38,-0.43,1.08,-0.66,1.08,0.19,-0.91,0.084,0.348
Devon Terry,13,168,102,14,4,10,9,22,37,97.37,826,227,599,50.98,2,1,0,0,0,2,100.00,0,4,164,203,shred,2023,3.92,9.8,13.73,0.36,5.36,0.13,2.0,6.0,8.0,1.96,0.98,22.32,248.0,14.0,8.46,20.04,753.14,2.27,33.79,4.18,9.73,1.36,207.18,546.05,21.76,201.75,-0.49,0.83,0.17,-0.63,-0.85,-0.71,-0.64,-0.17,-0.94,-0.42,-0.64,0.13,0.9,0.12,1.29,0.12,-0.06,0.55,0.001,0.348
Everett Saunders,8,106,81,15,11,4,9,18,62,91.18,1054,797,257,49.38,3,5,0,1,0,6,66.67,20,3,103,126,shred,2023,13.58,4.94,18.52,0.77,8.49,0.17,10.0,3.0,13.0,3.7,6.17,17.0,248.0,14.89,8.34,16.02,939.27,3.22,55.3,10.45,4.33,5.0,709.97,229.42,16.89,132.92,-0.44,0.8,-0.11,-0.51,-0.74,-0.55,-0.04,-0.74,-0.4,-0.79,-0.13,-0.06,0.11,-0.84,0.38,-0.84,-0.12,0.69,-0.028,0.348
Ben Hoffman,6,66,45,9,3,6,4,12,25,96.15,442,159,283,46.67,3,1,0,0,0,1,100.00,3,2,64,85,shred,2023,6.67,13.33,20.0,0.56,6.06,0.18,4.0,6.0,10.0,6.67,2.22,17.68,248.0,9.91,3.82,9.82,363.45,3.36,20.64,3.55,6.18,1.73,131.0,232.64,17.37,103.91,-0.73,-0.36,-0.55,-0.88,-0.72,-0.81,-0.7,-0.55,-0.89,-0.79,-0.72,-0.39,0.22,-1.25,-0.21,-1.25,-0.05,-0.04,-0.029,0.348
Braden Eberhard,10,113,75,9,6,3,5,11,97,97.0,856,630,226,62.67,10,3,0,0,0,2,66.67,2,8,105,148,shred,2023,8.0,4.0,12.0,1.29,4.42,0.1,8.0,3.0,11.0,13.33,4.0,8.82,248.0,9.59,4.76,9.71,756.47,9.41,85.71,6.0,3.47,3.24,556.47,200.12,9.66,152.82,-0.75,-0.12,-0.56,-0.63,-0.01,-0.32,-0.46,-0.83,-0.66,-0.83,-0.28,1.53,-1.1,-0.56,0.41,-0.56,0.17,0.01,0.119,0.348
Nathan Huff,13,195,96,8,4,4,4,11,68,98.55,539,295,244,56.25,7,1,1,0,0,0,--,0,3,192,218,shred,2023,4.17,4.17,8.33,0.71,2.05,0.06,3.0,3.0,6.0,7.29,1.04,7.93,248.0,8.57,3.91,9.96,489.09,6.81,61.68,4.19,4.28,1.38,267.64,221.55,8.69,215.26,-0.81,-0.33,-0.54,-0.8,-0.32,-0.5,-0.64,-0.75,-0.94,-0.8,-0.58,0.76,-1.23,0.31,1.71,0.31,0.1,-0.28,0.058,0.348
Ben Ashton,14,173,121,9,4,5,6,10,56,88.89,1021,423,598,57.02,5,5,0,0,0,3,75.00,7,1,172,225,shred,2023,3.31,4.13,7.44,0.46,3.47,0.06,3.0,5.0,8.0,4.13,4.13,18.23,248.0,9.38,5.77,9.24,943.82,5.0,51.8,4.15,5.15,5.0,391.09,552.81,18.06,222.25,-0.76,0.14,-0.6,-0.51,-0.53,-0.58,-0.64,-0.65,-0.4,-0.42,-0.45,0.85,0.3,0.41,1.41,0.41,-0.36,0.03,-0.306,0.348
Eugene L'Heureux,14,219,139,17,13,4,7,6,152,89.41,1765,1394,371,51.8,13,18,1,0,0,6,66.67,137,3,216,262,shred,2023,9.35,2.88,12.23,1.09,3.2,0.03,10.0,3.0,13.0,9.35,12.95,11.61,248.0,16.8,6.73,5.6,1647.21,12.46,141.87,12.53,4.2,17.13,1300.78,346.5,11.9,257.1,-0.32,0.39,-0.85,-0.06,0.35,0.11,0.16,-0.75,1.42,-0.66,0.48,0.23,-0.68,0.9,2.07,0.9,-0.5,0.12,-0.45,0.348
Joel Clutton,5,88,43,3,2,1,6,6,12,85.71,387,91,296,53.49,2,2,0,1,0,1,100.00,0,8,80,93,shred,2023,4.65,2.33,6.98,0.28,6.82,0.07,2.0,7.0,9.0,4.65,4.65,32.25,248.0,5.08,5.43,4.87,315.87,2.57,9.92,2.75,2.13,2.57,74.77,241.28,29.18,111.11,-1.01,0.05,-0.91,-0.91,-0.82,-0.89,-0.78,-0.97,-0.76,-0.78,-0.78,0.43,2.37,-1.15,0.03,-1.15,-0.37,0.22,-0.19,0.348
Travis Dunn,9,242,281,71,52,19,3,49,329,93.2,5321,2283,3038,51.6,22,19,0,6,0,16,69.57,3,224,18,271,growlers,2023,18.51,6.76,25.27,1.17,1.24,0.2,8.0,11.0,19.0,7.83,6.76,16.17,182.0,69.04,3.0,47.32,5138.49,21.42,317.73,50.42,18.59,18.52,2204.72,2933.81,16.16,268.18,2.75,-0.57,2.12,2.18,1.41,1.44,3.79,0.76,1.62,2.36,1.41,0.2,-0.01,1.05,-0.9,1.05,0.46,-0.57,0.436,-0.086
Stefan Samu,10,215,203,38,16,22,9,36,133,93.66,3173,998,2175,50.74,20,8,0,3,0,7,70.00,26,139,76,221,growlers,2023,7.88,10.84,18.72,0.66,4.19,0.17,5.0,11.0,16.0,9.85,3.94,23.86,182.0,36.87,8.72,34.31,3024.5,19.3,126.8,15.53,21.3,7.86,951.38,2073.17,23.49,219.5,0.86,0.9,1.19,0.82,1.16,-0.01,0.45,1.04,0.03,1.35,0.12,0.1,1.13,0.37,-0.03,0.37,0.6,0.56,0.657,-0.086
Max Gibson,10,235,266,54,25,29,1,32,179,88.18,5192,2131,3061,54.51,16,23,0,0,0,13,68.42,0,224,11,245,growlers,2023,9.4,10.9,20.3,0.67,0.43,0.14,8.0,12.0,20.0,6.02,8.65,29.01,182.0,52.55,1.07,30.84,5004.25,15.6,172.55,24.31,28.2,22.35,2053.97,2950.31,28.54,242.97,1.78,-1.06,0.94,2.09,0.72,0.34,1.29,1.77,2.2,2.38,1.26,0.55,1.89,0.7,-1.0,0.7,-0.43,-0.85,-0.548,-0.086
Jordan Queckboerner,10,181,129,15,8,7,17,25,101,92.66,1204,473,731,44.96,6,5,0,2,0,2,50.00,31,48,133,183,growlers,2023,6.2,5.43,11.63,0.78,9.39,0.14,4.0,6.0,9.0,4.65,3.88,11.92,182.0,14.93,15.99,23.2,1118.1,5.93,93.81,7.86,7.0,5.0,439.33,678.84,12.21,183.43,-0.43,2.76,0.4,-0.4,-0.42,-0.26,-0.29,-0.46,-0.4,-0.27,-0.4,-0.59,-0.64,-0.13,0.83,-0.13,-0.21,1.93,0.004,-0.086
Casey Wu,8,120,144,28,2,26,1,22,68,90.67,1555,283,1272,54.86,6,7,0,0,0,0,0.00,0,117,3,130,growlers,2023,1.39,18.06,19.44,0.47,0.83,0.18,2.0,9.0,11.0,4.17,4.86,22.87,182.0,27.09,1.13,20.57,1454.68,5.94,63.65,2.26,24.77,6.87,264.95,1189.79,22.42,133.83,0.28,-1.05,0.21,-0.18,-0.42,-0.49,-0.82,1.41,-0.12,0.33,-0.58,0.6,0.98,-0.83,-1.12,-0.83,0.02,-0.59,-0.035,-0.086
Paul Lally,10,206,249,38,26,12,4,22,372,94.42,4802,3312,1490,50.6,26,20,1,0,0,18,75.00,0,203,3,229,growlers,2023,10.44,4.82,15.26,1.49,1.94,0.11,13.0,6.0,19.0,10.44,8.03,12.91,182.0,37.07,3.96,21.15,4616.98,25.19,357.68,25.23,11.81,19.42,3184.32,1432.7,13.03,227.46,0.87,-0.32,0.25,1.84,1.86,1.74,1.38,0.05,1.76,0.61,2.42,0.08,-0.49,0.48,-1.12,0.48,0.4,-0.3,0.37,-0.086
Bryce Lozinski,11,253,257,28,19,9,1,19,244,95.31,2489,1431,1058,52.14,13,10,0,0,0,3,60.00,2,190,63,283,growlers,2023,7.39,3.5,10.89,0.95,0.4,0.08,6.0,4.0,10.0,5.06,3.89,10.2,182.0,27.48,1.07,18.29,2396.15,12.7,234.9,18.51,8.93,9.81,1377.59,1018.6,10.42,279.48,0.3,-1.06,0.05,0.42,0.38,0.81,0.73,-0.26,0.32,0.13,0.56,0.27,-0.89,1.21,-0.22,1.21,0.09,-0.93,-0.015,-0.086
Steven Milardovich,7,159,190,28,14,14,4,19,143,91.67,2900,1201,1699,51.58,11,13,0,0,0,1,20.00,3,148,11,170,growlers,2023,7.37,7.37,14.74,0.75,2.52,0.12,6.0,9.0,15.0,5.79,6.84,20.28,182.0,27.3,3.95,18.05,2755.5,10.7,135.9,13.6,13.65,12.6,1141.2,1614.35,20.07,170.95,0.29,-0.32,0.03,0.65,0.14,0.06,0.26,0.24,0.74,0.82,0.32,0.2,0.6,-0.31,-1.0,-0.31,-0.42,-0.17,-0.382,-0.086
Jeffrey Silverman,12,164,80,5,2,3,11,15,22,95.65,436,153,283,47.5,2,1,0,0,0,0,--,1,0,164,173,growlers,2023,2.5,3.75,6.25,0.28,6.71,0.09,2.0,4.0,5.0,2.5,1.25,19.82,182.0,6.0,10.11,13.33,388.67,2.33,19.67,2.44,3.44,1.44,136.56,252.22,19.4,174.78,-0.96,1.25,-0.3,-0.87,-0.85,-0.82,-0.81,-0.83,-0.93,-0.77,-0.72,-0.29,0.53,-0.26,1.29,-0.26,-0.25,0.91,-0.131,-0.086
Michael Tran,8,176,212,23,10,13,6,14,274,94.48,2257,2109,148,50.0,18,15,0,0,0,2,40.00,5,159,17,210,growlers,2023,4.72,6.13,10.85,1.29,3.41,0.08,10.0,1.0,11.0,8.49,7.08,8.24,182.0,22.59,5.86,13.37,2155.78,17.41,261.7,9.82,12.73,14.55,2014.23,141.6,8.59,209.05,0.02,0.16,-0.3,0.27,0.94,1.01,-0.1,0.14,1.03,-0.89,1.22,0.01,-1.18,0.23,-0.91,0.23,0.4,0.07,0.394,-0.086
Thomas Konogeris,10,102,116,13,0,13,2,12,16,84.21,552,34,518,44.83,3,3,1,0,0,0,--,0,80,22,122,growlers,2023,0.0,11.21,11.21,0.14,1.96,0.12,0.0,4.0,5.0,2.59,2.59,34.5,182.0,13.08,2.08,11.05,508.98,3.16,14.81,0.48,12.52,3.16,31.7,477.37,33.03,127.32,-0.54,-0.8,-0.47,-0.79,-0.75,-0.86,-0.99,0.12,-0.67,-0.5,-0.82,-0.61,2.71,-0.92,-0.84,-0.92,-0.12,-0.4,-0.121,-0.086
Garrett Hable,11,128,69,9,2,7,5,11,41,91.11,611,208,403,34.78,2,2,0,1,0,0,--,0,6,122,146,growlers,2023,2.9,10.14,13.04,0.59,3.91,0.09,3.0,6.0,9.0,2.9,2.9,14.9,182.0,9.63,4.75,9.61,534.92,2.38,35.94,2.51,7.0,2.38,182.3,352.75,15.04,151.44,-0.75,-0.12,-0.57,-0.77,-0.84,-0.7,-0.8,-0.46,-0.79,-0.65,-0.67,-1.81,-0.2,-0.58,0.66,-0.58,-0.21,0.01,-0.168,-0.086
